Gene	IPA_BP
SECISBP2	0.00
SECISBP2L	0.00
SECTM1	0.00
SEH1L	0.00
SEL1L	0.00
SEL1L2	0.00
SEL1L3	0.00
SELE	1.00
SELENBP1	1.00
SELK	0.00
SELL	0.00
SELM	0.00
SELO	0.00
SELP	1.00
SELPLG	0.00
SELT	0.00
SELV	0.00
SEMA3A	0.00
SEMA3B	0.00
SEMA3B-AS1	0.00
SEMA3C	0.00
SEMA3D	0.00
SEMA3E	0.00
SEMA3F	0.00
SEMA3G	0.00
SEMA4A	0.00
SEMA4B	0.00
SEMA4C	0.00
SEMA4D	0.00
SEMA4F	0.00
SEMA4G	0.00
SEMA5A	1.00
SEMA5B	1.00
SEMA6A	0.00
SEMA6B	0.00
SEMA6C	0.00
SEMA6D	0.00
SEMA7A	0.00
SEMG1	0.00
SEMG2	0.00
SENCR	0.00
SENP1	0.00
SENP2	0.00
SENP3	0.00
SENP3-EIF4A1	0.00
SENP5	0.00
SENP6	0.00
SENP7	0.00
SENP8	0.00
Sep-15	0.00
SEPHS1	0.00
SEPHS1P1	0.00
SEPHS1P6	0.00
SEPHS1P7	0.00
SEPHS2	0.00
SEPHS2P1	0.00
SEPN1	0.00
SEPP1	0.00
SEPSECS	0.00
Sep-01	0.00
Sep-10	0.00
SEPT10P1	0.00
Sep-11	0.00
Sep-12	0.00
Sep-14	0.00
Sep-02	0.00
SEPT2P1	0.00
Sep-03	0.00
Sep-04	0.00
Sep-05	0.00
Sep-07	0.00
SEPT7P2	0.00
SEPT7P3	0.00
SEPT7P4	0.00
SEPT7P7	0.00
SEPT7P8	0.00
SEPT7P9	0.00
Sep-08	0.00
Sep-09	0.00
SEPW1	0.00
SEPW1P	0.00
SERAC1	0.00
SERBP1	0.00
SERBP1P3	0.00
SERBP1P5	0.00
SERBP1P6	0.00
SERF1AP1	0.00
SERF2	0.00
SERGEF	0.00
SERHL	0.00
SERHL2	0.00
SERINC1	0.00
SERINC2	0.00
SERINC3	0.00
SERINC4	0.00
SERINC5	0.00
SERP1	0.00
SERP2	0.00
SERPINA1	0.00
SERPINA10	0.00
SERPINA11	0.00
SERPINA12	0.00
SERPINA13P	0.00
SERPINA2P	0.00
SERPINA3	0.00
SERPINA4	0.00
SERPINA5	0.00
SERPINA6	0.00
SERPINA9	0.00
SERPINB1	0.00
SERPINB10	0.00
SERPINB12	0.00
SERPINB13	0.00
SERPINB2	0.00
SERPINB3	0.00
SERPINB4	0.00
SERPINB5	0.00
SERPINB6	0.00
SERPINB7	0.00
SERPINB8	0.00
SERPINB8P1	0.00
SERPINB9	0.00
SERPINC1	1.00
SERPIND1	0.00
SERPINE1	1.00
SERPINE2	0.00
SERPINE3	0.00
SERPINF1	0.00
SERPINF2	0.00
SERPING1	0.00
SERPINH1	0.00
SERPINH1P1	0.00
SERPINI1	0.00
SERPINI2	0.00
SERTAD1	0.00
SERTAD2	0.00
SERTAD3	0.00
SERTAD4	0.00
SERTAD4-AS1	0.00
SERTM1	0.00
SESN1	0.00
SESN2	0.00
SESN3	0.00
SESTD1	0.00
SET	0.00
SETBP1	0.00
SETD1A	0.00
SETD1B	0.00
SETD2	0.00
SETD3	0.00
SETD4	0.00
SETD5	0.00
SETD5-AS1	0.00
SETD6	0.00
SETD7	0.00
SETD8	0.00
SETD9	0.00
SETDB1	1.00
SETDB2	0.00
SETMAR	1.00
SETP1	0.00
SETP10	0.00
SETP11	0.00
SETP12	0.00
SETP14	0.00
SETP16	0.00
SETP17	0.00
SETP2	0.00
SETP20	0.00
SETP21	0.00
SETP22	0.00
SETP5	0.00
SETP6	0.00
SETP7	0.00
SETP9	0.00
SETSIP	0.00
SETX	0.00
SEZ6	0.00
SEZ6L	0.00
SEZ6L2	0.00
SF1	0.00
SF3A1	0.00
SF3A2	0.00
SF3A3	0.00
SF3A3P2	0.00
SF3B1	0.00
SF3B14	0.00
SF3B2	0.00
SF3B3	0.00
SF3B4	0.00
SF3B5	0.00
SFI1	0.00
SFMBT1	1.00
SFMBT2	0.00
SFN	1.00
SFPQ	0.00
SFR1	0.00
SFRP1	0.00
SFRP2	0.00
SFRP4	0.00
SFRP5	0.00
SFSWAP	0.00
SFT2D1	0.00
SFT2D2	0.00
SFT2D3	0.00
SFTA2	0.00
SFTA3	0.00
SFTPA1	0.00
SFTPB	0.00
SFTPC	0.00
SFTPD	0.00
SFXN1	0.00
SFXN2	0.00
SFXN3	0.00
SFXN4	0.00
SFXN5	0.00
SGCA	0.00
SGCB	0.00
SGCD	1.00
SGCE	0.00
SGCG	0.00
SGCZ	0.00
SGIP1	0.00
SGK1	1.00
SGK2	0.00
SGK223	0.00
SGK3	0.00
SGK494	0.00
SGMS1	0.00
SGMS2	0.00
SGOL1	0.00
SGOL1-AS1	0.00
SGOL2	0.00
SGPL1	0.00
SGPP1	0.00
SGPP2	0.00
SGSH	0.00
SGSM1	0.00
SGSM2	0.00
SGSM3	0.00
SGTA	0.00
SGTB	0.00
SH2B1	0.00
SH2B2	0.00
SH2B3	0.00
SH2D1B	0.00
SH2D2A	0.00
SH2D3A	0.00
SH2D3C	0.00
SH2D4A	0.00
SH2D4B	0.00
SH2D5	0.00
SH2D6	0.00
SH2D7	0.00
SH3BGR	0.00
SH3BGRL2	0.00
SH3BGRL3	0.00
SH3BP1	0.00
SH3BP2	0.00
SH3BP4	0.00
SH3BP5	0.00
SH3BP5-AS1	0.00
SH3BP5L	0.00
SH3D19	0.00
SH3D21	0.00
SH3GL1	0.00
SH3GL1P1	0.00
SH3GL1P2	0.00
SH3GL1P3	0.00
SH3GL2	0.00
SH3GL3	0.00
SH3GLB1	0.00
SH3GLB2	0.00
SH3PXD2A	0.00
SH3PXD2B	0.00
SH3RF1	0.00
SH3RF2	0.00
SH3RF3	0.00
SH3TC1	0.00
SH3TC2	0.00
SH3YL1	0.00
SHANK1	0.00
SHANK2	0.00
SHANK2-AS1	0.00
SHANK2-AS2	0.00
SHANK2-AS3	0.00
SHANK3	1.00
SHARPIN	0.00
SHB	0.00
SHBG	0.00
SHC1	1.00
SHC1P2	0.00
SHC2	1.00
SHC3	0.00
SHC4	0.00
SHCBP1	0.00
SHCBP1L	0.00
SHD	0.00
SHE	0.00
SHF	0.00
SHFM1	0.00
SHFM1P1	0.00
SHH	0.00
SHISA2	0.00
SHISA3	0.00
SHISA4	0.00
SHISA5	0.00
SHISA6	0.00
SHISA7	0.00
SHISA8	0.00
SHISA9	0.00
SHKBP1	0.00
SHMT1	0.00
SHMT1P1	0.00
SHMT2	0.00
SHOC2	0.00
SHOX2	0.00
SHPK	0.00
SHPRH	0.00
SHQ1	0.00
SHROOM1	0.00
SHROOM3	0.00
SI	0.00
SIAE	0.00
SIAH1	0.00
SIAH2	0.00
SIAH2-AS1	0.00
SIAH3	0.00
SIDT1	0.00
SIDT1-AS1	0.00
SIDT2	0.00
SIGIRR	0.00
SIGLEC1	0.00
SIGLEC10	0.00
SIGLEC11	0.00
SIGLEC12	0.00
SIGLEC15	0.00
SIGLEC16	0.00
SIGLEC17P	0.00
SIGLEC18P	0.00
SIGLEC20P	0.00
SIGLEC21P	0.00
SIGLEC22P	0.00
SIGLEC26P	0.00
SIGLEC27P	0.00
SIGLEC28P	0.00
SIGLEC29P	0.00
SIGLEC30P	0.00
SIGLEC31P	0.00
SIGLEC5	0.00
SIGLEC6	0.00
SIGLEC7	0.00
SIGLEC8	0.00
SIGLEC9	0.00
SIGLECL1	0.00
SIGMAR1	1.00
SIK1	0.00
SIK2	0.00
SIK3	0.00
SIKE1	0.00
SIL1	0.00
SIM1	0.00
SIM2	0.00
SIMC1	0.00
SIN3A	0.00
SIN3B	0.00
SIPA1	0.00
SIPA1L1	0.00
SIPA1L2	0.00
SIPA1L3	0.00
SIRPA	0.00
SIRPAP1	0.00
SIRPB1	0.00
SIRPB2	0.00
SIRPB3P	0.00
SIRPD	0.00
SIRPG	0.00
SIRT1	0.00
SIRT2	0.00
SIRT3	0.00
SIRT4	0.00
SIRT5	0.00
SIRT6	0.00
SIT1	0.00
SIVA1	0.00
SIX1	0.00
SIX2	0.00
SIX3	0.00
SIX3-AS1	0.00
SIX4	0.00
SIX5	0.00
SIX6	0.00
SKA1	0.00
SKA2	0.00
SKA2P1	0.00
SKA3	0.00
SKAP1	0.00
SKAP2	0.00
SKI	0.00
SKIDA1	0.00
SKIL	1.00
SKINTL	0.00
SKIV2L	0.00
SKIV2L2	0.00
SKOR1	0.00
SKOR2	0.00
SKP1	0.00
SKP1P1	0.00
SKP2	0.00
SLA	0.00
SLA2	0.00
SLAIN1	0.00
SLAIN2	0.00
SLAMF1	0.00
SLAMF6	0.00
SLAMF6P1	0.00
SLAMF7	0.00
SLAMF8	0.00
SLAMF9	0.00
SLBP	0.00
SLC10A1	0.00
SLC10A2	0.00
SLC10A4	0.00
SLC10A5	0.00
SLC10A5P1	0.00
SLC10A6	0.00
SLC10A7	0.00
SLC11A1	0.00
SLC11A2	0.00
SLC12A1	1.00
SLC12A2	1.00
SLC12A3	1.00
SLC12A4	0.00
SLC12A5	0.00
SLC12A6	0.00
SLC12A7	0.00
SLC12A8	0.00
SLC12A9	0.00
SLC13A1	0.00
SLC13A2	0.00
SLC13A3	0.00
SLC13A4	0.00
SLC13A5	0.00
SLC14A1	0.00
SLC14A2	1.00
SLC15A1	0.00
SLC15A2	0.00
SLC15A3	0.00
SLC15A4	0.00
SLC15A5	0.00
SLC16A1	0.00
SLC16A1-AS1	0.00
SLC16A10	1.00
SLC16A11	0.00
SLC16A12	1.00
SLC16A13	0.00
SLC16A14	0.00
SLC16A14P1	0.00
SLC16A1P1	0.00
SLC16A3	0.00
SLC16A4	0.00
SLC16A5	0.00
SLC16A6	0.00
SLC16A7	0.00
SLC16A8	0.00
SLC16A9	0.00
SLC17A1	0.00
SLC17A2	0.00
SLC17A3	0.00
SLC17A4	0.00
SLC17A5	0.00
SLC17A6	0.00
SLC17A7	0.00
SLC17A8	0.00
SLC17A9	0.00
SLC18A1	1.00
SLC18A2	1.00
SLC18A3	0.00
SLC18B1	0.00
SLC19A1	0.00
SLC19A2	0.00
SLC19A3	1.00
SLC1A1	0.00
SLC1A2	0.00
SLC1A3	0.00
SLC1A4	0.00
SLC1A5	0.00
SLC1A6	0.00
SLC1A7	0.00
SLC20A1	0.00
SLC20A1P1	0.00
SLC20A1P3	0.00
SLC20A2	0.00
SLC22A1	0.00
SLC22A10	0.00
SLC22A11	0.00
SLC22A12	0.00
SLC22A13	0.00
SLC22A14	0.00
SLC22A15	0.00
SLC22A16	0.00
SLC22A17	0.00
SLC22A18	0.00
SLC22A18AS	0.00
SLC22A2	0.00
SLC22A20	0.00
SLC22A23	0.00
SLC22A24	0.00
SLC22A25	0.00
SLC22A3	0.00
SLC22A31	0.00
SLC22A4	0.00
SLC22A5	0.00
SLC22A6	0.00
SLC22A7	0.00
SLC22A8	0.00
SLC22A9	0.00
SLC23A1	0.00
SLC23A2	0.00
SLC23A3	0.00
SLC24A1	0.00
SLC24A2	1.00
SLC24A3	0.00
SLC24A4	0.00
SLC25A1	0.00
SLC25A10	0.00
SLC25A11	0.00
SLC25A12	0.00
SLC25A13	0.00
SLC25A14P1	0.00
SLC25A15	0.00
SLC25A15P2	0.00
SLC25A15P3	0.00
SLC25A16	0.00
SLC25A17	0.00
SLC25A18	0.00
SLC25A18P1	0.00
SLC25A19	0.00
SLC25A1P1	0.00
SLC25A1P3	0.00
SLC25A1P4	0.00
SLC25A1P5	0.00
SLC25A2	0.00
SLC25A20	0.00
SLC25A20P1	0.00
SLC25A21	0.00
SLC25A21-AS1	0.00
SLC25A22	0.00
SLC25A23	0.00
SLC25A24	0.00
SLC25A24P1	0.00
SLC25A25	0.00
SLC25A26	0.00
SLC25A27	0.00
SLC25A28	0.00
SLC25A29	0.00
SLC25A3	0.00
SLC25A30	0.00
SLC25A31	0.00
SLC25A32	0.00
SLC25A33	0.00
SLC25A34	0.00
SLC25A35	0.00
SLC25A36	0.00
SLC25A37	0.00
SLC25A38	0.00
SLC25A38P1	0.00
SLC25A39	0.00
SLC25A39P1	0.00
SLC25A39P2	0.00
SLC25A3P1	0.00
SLC25A3P2	0.00
SLC25A4	0.00
SLC25A40	0.00
SLC25A41	0.00
SLC25A42	0.00
SLC25A44	0.00
SLC25A45	0.00
SLC25A46	0.00
SLC25A47	0.00
SLC25A47P1	0.00
SLC25A48	0.00
SLC25A51	0.00
SLC25A51P1	0.00
SLC25A51P2	0.00
SLC25A51P3	0.00
SLC25A52	0.00
SLC25A5P1	0.00
SLC25A5P2	0.00
SLC25A5P3	0.00
SLC25A5P4	0.00
SLC25A5P5	0.00
SLC25A5P6	0.00
SLC25A5P7	0.00
SLC25A5P8	0.00
SLC25A5P9	0.00
SLC25A6P1	0.00
SLC25A6P2	0.00
SLC25A6P3	0.00
SLC25A6P4	0.00
SLC25A6P5	0.00
SLC25A6P6	0.00
SLC26A1	0.00
SLC26A10	0.00
SLC26A11	0.00
SLC26A2	0.00
SLC26A3	0.00
SLC26A4	0.00
SLC26A4-AS1	0.00
SLC26A5	0.00
SLC26A6	0.00
SLC26A7	0.00
SLC26A8	1.00
SLC26A9	0.00
SLC27A1	0.00
SLC27A2	0.00
SLC27A3	0.00
SLC27A4	0.00
SLC27A5	0.00
SLC27A6	0.00
SLC28A1	0.00
SLC28A2	0.00
SLC28A3	0.00
SLC29A1	0.00
SLC29A2	0.00
SLC29A3	0.00
SLC29A4	0.00
SLC2A1	1.00
SLC2A10	0.00
SLC2A11	0.00
SLC2A12	0.00
SLC2A13	0.00
SLC2A13P1	0.00
SLC2A14	0.00
SLC2A2	0.00
SLC2A3	0.00
SLC2A3P1	0.00
SLC2A3P2	0.00
SLC2A3P4	0.00
SLC2A4	1.00
SLC2A4RG	0.00
SLC2A5	1.00
SLC2A6	0.00
SLC2A7	0.00
SLC2A8	1.00
SLC2A9	0.00
SLC30A1	0.00
SLC30A10	0.00
SLC30A2	0.00
SLC30A3	0.00
SLC30A4	0.00
SLC30A5	0.00
SLC30A6	0.00
SLC30A7	0.00
SLC30A8	0.00
SLC30A9	0.00
SLC31A1	0.00
SLC31A1P1	0.00
SLC31A2	0.00
SLC32A1	0.00
SLC33A1	1.00
SLC34A1	0.00
SLC34A2	0.00
SLC35A1	0.00
SLC35A3	0.00
SLC35A4	0.00
SLC35A5	0.00
SLC35B1	0.00
SLC35B2	0.00
SLC35B3	0.00
SLC35B4	0.00
SLC35C1	0.00
SLC35C2	0.00
SLC35D1	0.00
SLC35D2	0.00
SLC35D3	0.00
SLC35E1	0.00
SLC35E1P1	0.00
SLC35E2	0.00
SLC35E3	0.00
SLC35E4	0.00
SLC35F1	0.00
SLC35F2	0.00
SLC35F3	0.00
SLC35F4	0.00
SLC35F5	0.00
SLC35F6	0.00
SLC35G1	0.00
SLC35G2	0.00
SLC35G3	0.00
SLC35G5	0.00
SLC35G6	0.00
SLC36A1	0.00
SLC36A2	0.00
SLC36A3	0.00
SLC36A4	0.00
SLC37A1	0.00
SLC37A2	0.00
SLC37A3	0.00
SLC37A4	0.00
SLC38A1	0.00
SLC38A10	0.00
SLC38A11	0.00
SLC38A2	0.00
SLC38A3	0.00
SLC38A4	0.00
SLC38A6	0.00
SLC38A7	0.00
SLC38A8	0.00
SLC38A9	0.00
SLC39A1	0.00
SLC39A10	1.00
SLC39A11	0.00
SLC39A12	0.00
SLC39A12-AS1	0.00
SLC39A13	0.00
SLC39A14	0.00
SLC39A2	0.00
SLC39A3	0.00
SLC39A4	0.00
SLC39A5	0.00
SLC39A6	0.00
SLC39A7	0.00
SLC39A8	1.00
SLC39A9	0.00
SLC3A1	0.00
SLC3A2	0.00
SLC40A1	0.00
SLC41A1	0.00
SLC41A2	0.00
SLC41A3	0.00
SLC43A1	1.00
SLC43A2	0.00
SLC43A3	0.00
SLC44A1	1.00
SLC44A2	0.00
SLC44A3	0.00
SLC44A4	0.00
SLC44A5	0.00
SLC45A1	0.00
SLC45A2	0.00
SLC45A3	0.00
SLC45A4	0.00
SLC46A1	0.00
SLC46A2	0.00
SLC46A3	0.00
SLC47A1	0.00
SLC47A2	0.00
SLC48A1	0.00
SLC4A1	0.00
SLC4A10	0.00
SLC4A11	0.00
SLC4A1AP	0.00
SLC4A2	0.00
SLC4A3	0.00
SLC4A4	0.00
SLC4A5	1.00
SLC4A7	0.00
SLC4A8	0.00
SLC4A9	0.00
SLC50A1	0.00
SLC51A	0.00
SLC51B	0.00
SLC52A1	0.00
SLC52A2	0.00
SLC52A3	0.00
SLC5A1	0.00
SLC5A10	0.00
SLC5A11	0.00
SLC5A12	0.00
SLC5A2	1.00
SLC5A3	0.00
SLC5A4	0.00
SLC5A4P1	0.00
SLC5A5	0.00
SLC5A6	0.00
SLC5A7	0.00
SLC5A8	0.00
SLC5A9	0.00
SLC6A1	1.00
SLC6A1-AS1	0.00
SLC6A11	0.00
SLC6A12	0.00
SLC6A13	0.00
SLC6A15	0.00
SLC6A16	0.00
SLC6A17	0.00
SLC6A18	1.00
SLC6A19	0.00
SLC6A2	1.00
SLC6A20	0.00
SLC6A21P	0.00
SLC6A3	1.00
SLC6A4	1.00
SLC6A5	0.00
SLC6A6	0.00
SLC6A6P1	0.00
SLC6A7	0.00
SLC6A9	0.00
SLC7A1	1.00
SLC7A10	0.00
SLC7A11	1.00
SLC7A11-AS1	0.00
SLC7A13	0.00
SLC7A14	0.00
SLC7A15P	0.00
SLC7A2	0.00
SLC7A4	0.00
SLC7A5	0.00
SLC7A5P1	0.00
SLC7A6	0.00
SLC7A6OS	0.00
SLC7A7	0.00
SLC7A8	0.00
SLC7A9	0.00
SLC8A1	1.00
SLC8A1-AS1	0.00
SLC8A2	0.00
SLC8A3	0.00
SLC8B1	0.00
SLC9A1	1.00
SLC9A2	0.00
SLC9A3	1.00
SLC9A3P2	0.00
SLC9A3P3	0.00
SLC9A3R1	1.00
SLC9A3R2	0.00
SLC9A4	0.00
SLC9A5	0.00
SLC9A7P1	0.00
SLC9A8	0.00
SLC9A9	0.00
SLC9A9-AS1	0.00
SLC9A9-AS2	0.00
SLC9B1	0.00
SLC9B1P3	0.00
SLC9B2	0.00
SLC9C1	0.00
SLC9C2	0.00
SLCO1A2	0.00
SLCO1B1	0.00
SLCO1B3	0.00
SLCO1B7	0.00
SLCO1C1	0.00
SLCO2A1	0.00
SLCO2B1	0.00
SLCO3A1	0.00
SLCO4A1	0.00
SLCO4C1	1.00
SLCO5A1	0.00
SLCO6A1	0.00
SLFN11	0.00
SLFN12	0.00
SLFN12L	0.00
SLFN13	0.00
SLFN14	0.00
SLFN5	0.00
SLFNL1	0.00
SLIRP	0.00
SLIT1	0.00
SLIT2	0.00
SLIT3	1.00
SLITRK1	0.00
SLITRK3	0.00
SLITRK5	0.00
SLITRK6	0.00
SLK	0.00
SLMAP	0.00
SLMO1	0.00
SLMO2	0.00
SLMO2P1	0.00
SLMO2P2	0.00
SLMO2P3	0.00
SLN	1.00
SLPI	0.00
SLTM	0.00
SLU7	0.00
SLURP1	0.00
SLX4	0.00
SLX4IP	0.00
SMAD1	1.00
SMAD1-AS1	0.00
SMAD1-AS2	0.00
SMAD2	1.00
SMAD3	1.00
SMAD4	1.00
SMAD5	0.00
SMAD5-AS1	0.00
SMAD6	0.00
SMAD7	1.00
SMAD9	1.00
SMAGP	0.00
SMAP1	0.00
SMAP2	0.00
SMARCA2	0.00
SMARCA4	0.00
SMARCA5	0.00
SMARCAD1	0.00
SMARCAL1	0.00
SMARCB1	0.00
SMARCC1	0.00
SMARCC2	0.00
SMARCD1	0.00
SMARCD2	0.00
SMARCD3	0.00
SMARCE1	0.00
SMARCE1P1	0.00
SMARCE1P2	0.00
SMARCE1P4	0.00
SMARCE1P5	0.00
SMARCE1P6	0.00
SMC1B	0.00
SMC2	0.00
SMC3	0.00
SMC4	0.00
SMC5	0.00
SMC5-AS1	0.00
SMC6	0.00
SMCHD1	0.00
SMCO1	0.00
SMCO2	0.00
SMCO3	0.00
SMCO4	0.00
SMCP	0.00
SMCR5	0.00
SMCR8	0.00
SMDT1	0.00
SMEK1	0.00
SMEK2	0.00
SMG1	0.00
SMG5	0.00
SMG6	0.00
SMG7	0.00
SMG7-AS1	0.00
SMG8	0.00
SMG9	0.00
SMIM1	0.00
SMIM11	0.00
SMIM11P1	0.00
SMIM12	0.00
SMIM13	0.00
SMIM14	0.00
SMIM15	0.00
SMIM17	0.00
SMIM18	0.00
SMIM19	0.00
SMIM2	0.00
SMIM2-AS1	0.00
SMIM20	0.00
SMIM21	0.00
SMIM22	0.00
SMIM23	0.00
SMIM3	0.00
SMIM4	0.00
SMIM5	0.00
SMIM7	0.00
SMIM8	0.00
SMKR1	0.00
SMLR1	0.00
SMNDC1	0.00
SMO	0.00
SMOC1	0.00
SMOC2	1.00
SMOX	0.00
SMPD1	0.00
SMPD2	0.00
SMPD3	0.00
SMPD4	0.00
SMPD4P1	0.00
SMPD4P2	0.00
SMPDL3A	0.00
SMPDL3B	0.00
SMR3A	0.00
SMR3B	0.00
SMTN	1.00
SMTNL1	0.00
SMTNL2	0.00
SMU1	0.00
SMUG1	0.00
SMUG1P1	0.00
SMURF1	1.00
SMURF2	1.00
SMURF2P1	0.00
SMYD1	0.00
SMYD2	0.00
SMYD3	0.00
SMYD4	0.00
SMYD5	0.00
SNAI1	0.00
SNAI1P1	0.00
SNAI2	0.00
SNAI3	0.00
SNAI3-AS1	0.00
SNAP23	0.00
SNAP23P	0.00
SNAP25	1.00
SNAP25-AS1	0.00
SNAP29	0.00
SNAP47	0.00
SNAP47-AS1	0.00
SNAP91	0.00
SNAPC1	0.00
SNAPC2	0.00
SNAPC3	0.00
SNAPC4	0.00
SNAPC5	0.00
SNAPC5P1	0.00
SNAPIN	0.00
SNCA	1.00
SNCAIP	0.00
SNCB	0.00
SNCG	0.00
SND1	0.00
SNED1	0.00
SNF8	0.00
SNHG1	0.00
SNHG10	0.00
SNHG11	0.00
SNHG12	0.00
SNHG14	0.00
SNHG16	0.00
SNHG17	0.00
SNHG5	0.00
SNHG6	0.00
SNHG7	0.00
SNIP1	0.00
SNN	0.00
SNORA67	0.00
SNPH	0.00
SNRK	0.00
SNRK-AS1	0.00
SNRNP200	0.00
SNRNP25	0.00
SNRNP27	0.00
SNRNP35	0.00
SNRNP40	0.00
SNRNP48	0.00
SNRNP70	0.00
SNRPA	0.00
SNRPA1	0.00
SNRPB	0.00
SNRPB2	0.00
SNRPC	0.00
SNRPD1	1.00
SNRPD2	0.00
SNRPD2P1	0.00
SNRPD2P2	0.00
SNRPD3	0.00
SNRPE	0.00
SNRPEP10	0.00
SNRPEP2	0.00
SNRPEP3	0.00
SNRPEP4	0.00
SNRPEP5	0.00
SNRPEP6	0.00
SNRPEP7	0.00
SNRPEP8	0.00
SNRPF	0.00
SNRPFP1	0.00
SNRPFP2	0.00
SNRPFP3	0.00
SNRPG	0.00
SNRPGP10	0.00
SNRPGP11	0.00
SNRPGP12	0.00
SNRPGP14	0.00
SNRPGP15	0.00
SNRPGP16	0.00
SNRPGP17	0.00
SNRPGP19	0.00
SNRPGP2	0.00
SNRPGP20	0.00
SNRPGP3	0.00
SNRPGP4	0.00
SNRPGP5	0.00
SNRPGP6	0.00
SNRPGP7	0.00
SNRPGP8	0.00
SNRPN	0.00
SNTA1	1.00
SNTB1	1.00
SNTB2	1.00
SNTG1	0.00
SNTG2	0.00
SNTN	0.00
SNUPN	0.00
SNURF	0.00
SNW1	0.00
SNX1	1.00
SNX10	0.00
SNX11	0.00
SNX13	0.00
SNX14	0.00
SNX15	0.00
SNX16	0.00
SNX17	0.00
SNX18	0.00
SNX18P13	0.00
SNX18P14	0.00
SNX18P2	0.00
SNX18P27	0.00
SNX18P7	0.00
SNX19	0.00
SNX19P2	0.00
SNX19P3	0.00
SNX2	0.00
SNX20	0.00
SNX21	0.00
SNX22	0.00
SNX24	0.00
SNX25	0.00
SNX25P1	0.00
SNX27	0.00
SNX29	0.00
SNX3	0.00
SNX30	0.00
SNX31	0.00
SNX32	0.00
SNX33	0.00
SNX33P1	0.00
SNX4	0.00
SNX5	0.00
SNX6	0.00
SNX6P1	0.00
SNX7	0.00
SNX8	0.00
SNX9	0.00
SOAT1	1.00
SOAT2	0.00
SOBP	0.00
SOCS1	0.00
SOCS2	0.00
SOCS2-AS1	0.00
SOCS2P1	0.00
SOCS2P2	0.00
SOCS3	1.00
SOCS4	0.00
SOCS5	0.00
SOCS5P1	0.00
SOCS5P2	0.00
SOCS5P3	0.00
SOCS5P5	0.00
SOCS6	0.00
SOCS7	0.00
SOD1	1.00
SOD1P1	0.00
SOD1P2	0.00
SOD1P3	0.00
SOD2	1.00
SOD2P1	0.00
SOD3	1.00
SOGA1	0.00
SOGA2	0.00
SOGA2P1	0.00
SOGA3	0.00
SOHLH1	0.00
SOHLH2	0.00
SON	0.00
SORBS1	0.00
SORBS2	0.00
SORBS3	0.00
SORCS1	0.00
SORCS2	0.00
SORCS3	0.00
SORCS3-AS1	0.00
SORD	0.00
SORL1	0.00
SORT1	0.00
SOS1	0.00
SOS2	0.00
SOST	0.00
SOSTDC1	0.00
SOWAHA	0.00
SOWAHB	0.00
SOWAHC	0.00
SOX1	0.00
SOX10	0.00
SOX11	0.00
SOX12	1.00
SOX13	0.00
SOX14	0.00
SOX15	0.00
SOX17	0.00
SOX18	0.00
SOX21	0.00
SOX30	0.00
SOX4	0.00
SOX5	0.00
SOX5P	0.00
SOX6	1.00
SOX7	0.00
SOX8	0.00
SOX9	0.00
SOX9-AS1	0.00
SP1	0.00
SP100	0.00
SP110	0.00
SP140	0.00
SP140L	0.00
SP2	0.00
SP3	1.00
SP3P	0.00
SP4	0.00
SP5	0.00
SP6	0.00
SP7	0.00
SP8	0.00
SP9	0.00
SPA17	0.00
SPACA1	0.00
SPACA3	0.00
SPACA6P	0.00
SPACA7	0.00
SPAG1	0.00
SPAG16	0.00
SPAG17	0.00
SPAG4	0.00
SPAG5	0.00
SPAG5-AS1	0.00
SPAG6	0.00
SPAG7	0.00
SPAG8	0.00
SPAG9	0.00
SPAM1	0.00
SPARC	1.00
SPARCL1	1.00
SPAST	0.00
SPATA1	0.00
SPATA12	0.00
SPATA13	0.00
SPATA13-AS1	0.00
SPATA16	0.00
SPATA17	0.00
SPATA17-AS1	0.00
SPATA18	0.00
SPATA19	0.00
SPATA2	0.00
SPATA20	0.00
SPATA20P1	0.00
SPATA21	0.00
SPATA22	0.00
SPATA24	0.00
SPATA25	0.00
SPATA2L	0.00
SPATA2P1	0.00
SPATA3	0.00
SPATA31B1	0.00
SPATA31C1	0.00
SPATA31C2	0.00
SPATA31D1	0.00
SPATA31D2P	0.00
SPATA31D3	0.00
SPATA31D5P	0.00
SPATA31E1	0.00
SPATA32	0.00
SPATA33	0.00
SPATA4	0.00
SPATA42	0.00
SPATA5	1.00
SPATA5L1	0.00
SPATA6	0.00
SPATA6L	0.00
SPATA7	0.00
SPATA8	0.00
SPATA8-AS1	0.00
SPATA9	0.00
SPATC1	0.00
SPATC1L	0.00
SPATS1	0.00
SPATS2	0.00
SPATS2L	0.00
SPC24	0.00
SPC25	0.00
SPCS1	0.00
SPCS2	1.00
SPCS2P1	0.00
SPCS2P4	0.00
SPCS3	0.00
SPDEF	0.00
SPDL1	0.00
SPDYA	0.00
SPDYC	0.00
SPDYE1	0.00
SPDYE3	0.00
SPDYE4	0.00
SPDYE6	0.00
SPECC1	0.00
SPECC1L	0.00
SPECC1L-ADORA2A	0.00
SPEF1	0.00
SPEF2	0.00
SPEG	0.00
SPEM1	0.00
SPEN	0.00
SPERT	0.00
SPESP1	0.00
SPG11	0.00
SPG20	0.00
SPG20OS	0.00
SPG21	0.00
SPG7	0.00
SPHAR	0.00
SPHK1	0.00
SPHK2	0.00
