,Chr,Gene_length,Adipose - Subcutaneous_GTExTPM,Adipose - Visceral (Omentum)_GTExTPM,Adrenal Gland_GTExTPM,Artery - Aorta_GTExTPM,Artery - Coronary_GTExTPM,Artery - Tibial_GTExTPM,Bladder_GTExTPM,Brain - Amygdala_GTExTPM,Brain - Anterior cingulate cortex (BA24)_GTExTPM,Brain - Caudate (basal ganglia)_GTExTPM,Brain - Cerebellar Hemisphere_GTExTPM,Brain - Cerebellum_GTExTPM,Brain - Cortex_GTExTPM,Brain - Frontal Cortex (BA9)_GTExTPM,Brain - Hippocampus_GTExTPM,Brain - Hypothalamus_GTExTPM,Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Brain - Putamen (basal ganglia)_GTExTPM,Brain - Spinal cord (cervical c-1)_GTExTPM,Brain - Substantia nigra_GTExTPM,Breast - Mammary Tissue_GTExTPM,Cells - Cultured fibroblasts_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,Cervix - Ectocervix_GTExTPM,Cervix - Endocervix_GTExTPM,Colon - Sigmoid_GTExTPM,Colon - Transverse_GTExTPM,Esophagus - Gastroesophageal Junction_GTExTPM,Esophagus - Mucosa_GTExTPM,Esophagus - Muscularis_GTExTPM,Fallopian Tube_GTExTPM,Heart - Atrial Appendage_GTExTPM,Heart - Left Ventricle_GTExTPM,Kidney - Cortex_GTExTPM,Kidney - Medulla_GTExTPM,Liver_GTExTPM,Lung_GTExTPM,Minor Salivary Gland_GTExTPM,Muscle - Skeletal_GTExTPM,Nerve - Tibial_GTExTPM,Ovary_GTExTPM,Pancreas_GTExTPM,Pituitary_GTExTPM,Prostate_GTExTPM,Skin - Not Sun Exposed (Suprapubic)_GTExTPM,Skin - Sun Exposed (Lower leg)_GTExTPM,Small Intestine - Terminal Ileum_GTExTPM,Spleen_GTExTPM,Stomach_GTExTPM,Testis_GTExTPM,Thyroid_GTExTPM,Uterus_GTExTPM,Vagina_GTExTPM,Whole Blood_GTExTPM,opentargets_association_score,pharmgkb_drugged_gene,DGIdb_interaction_group_score,HIPred,SDI,pLI,O_GlcNAc_Score,IPA_BP
Ovary_GTExTPM,0.017957639452385373,0.29637631113481905,0.9327424332533893,0.9340273859448694,0.9173179769665828,0.9290647590501998,0.9360303267578647,0.9281680252356901,0.9523241967817606,0.8509416908393932,0.8318030376832034,0.8478023963605921,0.811839188213287,0.8233690524639095,0.8317254249773625,0.8147374535377199,0.8523022479958842,0.8599736288763684,0.8407866584923611,0.8486823105748658,0.8660645286564703,0.8685185119169175,0.9430539959713369,0.8977922008284281,0.7901518287977201,0.963889227626898,0.9663767067130589,0.9428647784525903,0.9277543437658116,0.9468845075044428,0.8936381150151673,0.9420632255075475,0.9635925118397678,0.8951493628205962,0.8776302807281361,0.8799854622684378,0.8896717474161082,0.8524665156693714,0.9179879801615171,0.9164269535051034,0.8685553408424715,0.9455595554933496,1.0,0.8991525376250429,0.9025243338834792,0.9376777191437565,0.9096112819985381,0.9116026599478881,0.9142638228386,0.8864514720410755,0.92386890556504,0.8195754890937466,0.9293687489727092,0.9660609506015428,0.9379772814174568,0.8083697114193812,-0.08361477046675758,,0.04940546619231184,0.36160463647547914,0.25669393468829554,0.28149241906283257,0.10017289304680119,0.05436836953667832
Pancreas_GTExTPM,0.0013464545144566019,0.27756641104325536,0.8851438900386304,0.8898943679318833,0.906890138378831,0.8678518588428208,0.8793129304435291,0.8657736171304793,0.8998532965406866,0.8413723309044988,0.8265742344403187,0.8350309668826448,0.8108953690460144,0.818936969540534,0.8286273121725422,0.8156098902104529,0.8439380443026925,0.8542356382709443,0.8312589802200754,0.8369958436664806,0.8561151924410055,0.85932993095077,0.9074103184998874,0.8618950089174694,0.8146219844245581,0.889688231549186,0.8951961824638378,0.8870391071728749,0.9181592488465616,0.8900024577571938,0.903734251728439,0.8893120123609456,0.8967283284983977,0.8639314351480286,0.865539791578878,0.907642880272604,0.9127229474391736,0.8885534981804192,0.9031866941008605,0.9312369854136088,0.8559179663338773,0.8865572731464201,0.8991525376250429,1.0,0.9006740978257628,0.9135594300522948,0.904437989925989,0.9035294744482845,0.9169921731375859,0.8812907478422133,0.9491396452857612,0.8031100223420925,0.9158170815135831,0.8880449702216938,0.9015302509179365,0.8207001120291897,-0.08719807416038937,,0.04554519212850655,0.3387834493999097,0.2779497084926514,0.2337286219150272,0.03648045954256062,0.06004121602526491
Pituitary_GTExTPM,0.021212299612879813,0.27200525408337667,0.8689097394781595,0.8756206526992805,0.8991234468926991,0.8670508282411333,0.8762672214151396,0.8609298876950423,0.8980549425022918,0.9045866398530104,0.8983655094712321,0.9000590425210726,0.8754151416364214,0.8840845703893145,0.9014505020658029,0.8871871848819827,0.9085097496657419,0.922595488013201,0.9018541687038248,0.8983374309282142,0.889443083993025,0.9063437547736934,0.8912948792298001,0.8443192578898228,0.8002662251849377,0.8896155429219355,0.8959635479330401,0.8858887570990106,0.8943152593242887,0.8901979225007831,0.8759158197599857,0.8895472140825265,0.8945805022141395,0.8749544171932497,0.8633519959699677,0.8812450111852508,0.8864696457884458,0.843781297956669,0.8816958893426625,0.9029023705009325,0.8410262979710904,0.885696950675391,0.9025243338834792,0.9006740978257628,1.0,0.9137697985043228,0.8848557815146015,0.8831170478683487,0.8893207132882063,0.8717743670371761,0.9072898632925589,0.8271092879508279,0.9080150413359491,0.8901125716131414,0.8912138085030685,0.8185299490317742,-0.07119861437141455,,0.036488228960333186,0.3577569686727798,0.25155232369121056,0.2639889575814055,0.08088945632529837,0.055057938163852294
Prostate_GTExTPM,0.015588259927192939,0.27449589887162695,0.9311051924028828,0.9340052897962395,0.9163639757505627,0.9287222328248461,0.9351438562340867,0.9251913983098482,0.9644678984274968,0.8632804336720743,0.8432281491237872,0.8586859551644617,0.8061041560680702,0.8193315682317345,0.8432012925676009,0.8247105219818539,0.8632735123045027,0.8699980042857217,0.8484932551355211,0.8617850752715264,0.873798518848229,0.8806315786809155,0.9541569638676118,0.8795650947134644,0.7834021117107373,0.9556696936564166,0.9604358053729923,0.9485577349547013,0.9558399011489048,0.9494781966297259,0.9275899037125699,0.9477425938963094,0.9559813960220856,0.9113781140395304,0.894919986784889,0.9101080229939856,0.9219292046747268,0.8642772891405702,0.9414939669729793,0.9571896972304168,0.8688996785920011,0.9379717716604286,0.9376777191437565,0.9135594300522948,0.9137697985043228,1.0,0.9312837509402414,0.9340707042309169,0.9358049497301367,0.905292988984041,0.950269282474661,0.8043206663350464,0.9392933354500015,0.9513346993004653,0.9606495063336967,0.8186317130886814,-0.091284910337743,,0.04364262312077487,0.3628853462989735,0.28856347173333635,0.26672633454828726,0.049804749320362815,0.06991194511073896
Skin - Not Sun Exposed (Suprapubic)_GTExTPM,0.009062163713504994,0.27588357804557845,0.9237854473905577,0.9180839140203191,0.8981177452291229,0.8949125782816328,0.9030044629984825,0.8969414437317726,0.9294176979388291,0.8414398468860033,0.8207539730746853,0.8337800845575175,0.7936112578065836,0.8040307868401966,0.8222695036527182,0.8062283268302067,0.8441208887677132,0.8471191785283764,0.8242227303509245,0.8375031751234586,0.8631861711634442,0.8594043368945141,0.9420346026520646,0.8894208738937303,0.8148757945491705,0.9197082842938977,0.9159558714135309,0.9116608637247456,0.9338023188428609,0.9155093216909602,0.9658421538492812,0.914744913860567,0.9188959344331012,0.879592672889711,0.8761152092523847,0.8894064977755793,0.9009236174628343,0.8626008063635697,0.9249832423050813,0.9519999070053928,0.869862684136076,0.9210511121992581,0.9096112819985381,0.904437989925989,0.8848557815146015,0.9312837509402414,1.0,0.9976021365474168,0.9304460746735886,0.8942438326067635,0.9396965506828421,0.7986441314670997,0.9204364145905763,0.9154183161230939,0.9634029500730781,0.8390787556786348,-0.08433607490637236,,0.03976621532663201,0.38405954575993395,0.3071893649337026,0.2953753673492883,0.11137298982198497,0.058857255799269516
Skin - Sun Exposed (Lower leg)_GTExTPM,0.009203406511722427,0.2799373378066298,0.9325036758649833,0.9242008318207084,0.897668771483011,0.9014586682547425,0.9103948252547704,0.9052457661405136,0.933943721746859,0.8422834921687619,0.8213002697017179,0.8342436077278219,0.7907196168721409,0.8019783738752708,0.8227582490206765,0.8062548484807078,0.8449578776926375,0.8473168121496626,0.8235682895870182,0.838287935672651,0.8632989844498805,0.8613939110000111,0.9482721463176964,0.8906907018694341,0.8081296487609069,0.9244350487969016,0.9205705325462059,0.9159573170234147,0.9364978479581413,0.9210481707521095,0.9635459614981381,0.9201648393443596,0.9235077187636046,0.8840328347065236,0.8806173565236465,0.8911807534089382,0.9023300685883788,0.8592166602591995,0.9293934314058676,0.9533800699344834,0.8727797046835164,0.9266662968726462,0.9116026599478881,0.9035294744482845,0.8831170478683487,0.9340707042309169,0.9976021365474168,1.0,0.9312487006580499,0.8943699518328437,0.9408666203108189,0.7985767046102695,0.9236615028259603,0.9211241224836675,0.9653288731576972,0.8347658298394375,-0.08800763978309445,,0.03895762723925262,0.3890673391257842,0.3111562619977327,0.30016481214907414,0.10620290490837087,0.06370946691341663
Small Intestine - Terminal Ileum_GTExTPM,0.010296355182215715,0.2806125078562092,0.9313171653751293,0.9346925508914136,0.9126628108065654,0.9025997747728131,0.9180285391770631,0.8987169830946895,0.9428438818831087,0.8378411108977597,0.8167231213378492,0.8331786220873711,0.7867930978015135,0.7974998165183953,0.8182414620035708,0.8018926174285668,0.8419502202449852,0.8484398273406001,0.8233536374599104,0.8364334492350525,0.8702162161981912,0.8630124266216552,0.9453310209366743,0.8885264737410625,0.8413025857261321,0.9232921626071875,0.9279472057667214,0.925769231111345,0.9717738331829702,0.9281447210413493,0.9316956337700242,0.9264766283068367,0.9313443085344065,0.8820099880138997,0.8750186839130978,0.9208207155434579,0.9229944554061195,0.8869316623025779,0.9446084026456131,0.9416646218725443,0.8633397061690671,0.9240339269944006,0.9142638228386,0.9169921731375859,0.8893207132882063,0.9358049497301367,0.9304460746735886,0.9312487006580499,1.0,0.9362809098820917,0.9576336208380078,0.7972028235553842,0.9256356822015568,0.9241672021897636,0.9389454486530024,0.8653181737369438,-0.10433514228396605,,0.060613349850161265,0.36375059441580987,0.30159381305715594,0.2608483825023473,0.05054328805657731,0.07253484651144185
Spleen_GTExTPM,0.02492856373272668,0.2524507446177167,0.9036904635682548,0.9062096408771119,0.9002646197200505,0.8648995181448409,0.8817636175410792,0.8582730678356528,0.9047408265178982,0.8336491582574896,0.8115316109673117,0.8267075953937131,0.7876375524895588,0.7966507045036528,0.813806668878051,0.7967085733025316,0.8358990487998433,0.8417952450742874,0.8172389382815264,0.8316352666709349,0.8637064648689156,0.8566244664727855,0.9082199839040977,0.8572890165438418,0.861113948889346,0.8888145173250168,0.8947935425578766,0.8880380651835167,0.9104666414678223,0.8890751367759009,0.89092048997732,0.8890480429848695,0.8998369792385557,0.8549106365056391,0.8497302308281786,0.8875714474748714,0.8945178505931431,0.8635142637183242,0.9271386787187519,0.9016394242971579,0.835668235948807,0.8900924974750941,0.8864514720410755,0.8812907478422133,0.8717743670371761,0.905292988984041,0.8942438326067635,0.8943699518328437,0.9362809098820917,1.0,0.9112991186319138,0.79419818975481,0.9011712828600242,0.8952244976049661,0.8960301591764953,0.912346683308922,-0.08447186636344726,,0.0041722090803411535,0.3543322763818302,0.27454914570620476,0.24729971524875768,0.0485531719701663,0.04095291392096301
Stomach_GTExTPM,0.00623825335797613,0.28322700142847484,0.9296754644993516,0.9318683439376069,0.9251062835153261,0.9145406754745231,0.9244212737895169,0.9129923147202462,0.9498383690977226,0.8620707184511012,0.8447758147970547,0.8554952007919264,0.8114637459542164,0.8223316357270004,0.8464710352879606,0.8307590940074502,0.8635657367890117,0.8687763192118199,0.8459778019391418,0.8586022514433876,0.8789658609882124,0.8816749715713421,0.9479351284448816,0.8893817156145657,0.81889622538333,0.9271850225985021,0.9315690960182772,0.9346563197943724,0.9662748012163744,0.9400749288968285,0.943605410886844,0.9388372619609076,0.935146198325792,0.8975381093685348,0.8962999576031302,0.9237568775724241,0.9335112338145727,0.8946736661138075,0.9428498602593519,0.957518462669304,0.8815026059294399,0.9273186847825041,0.92386890556504,0.9491396452857612,0.9072898632925589,0.950269282474661,0.9396965506828421,0.9408666203108189,0.9576336208380078,0.9112991186319138,1.0,0.8094775283571898,0.9431531970359153,0.928925713070526,0.945808229722848,0.8433494192775272,-0.10366416213871833,,0.0462131807509715,0.36685748743532404,0.29988507062927255,0.27059238543448705,0.06449290580534622,0.06437638995455551
Testis_GTExTPM,0.03937205011427498,0.2505138821518214,0.7808396451258173,0.7779558841756911,0.8148782307203629,0.7666081671345153,0.773469615945196,0.7675175411720587,0.8043075908208687,0.7838167925509605,0.7718975667882957,0.7819706848204855,0.762845625400087,0.7694693039053727,0.7746532063749245,0.7609655962740873,0.7866409287443369,0.79689899296425,0.780855979407574,0.780930487304205,0.791328607106482,0.7923658872865307,0.7933502636481012,0.7862159139561339,0.7596492091914876,0.7972336858064489,0.8005928321894371,0.7947271375069956,0.8005539916838224,0.7933704955568621,0.7977875753004119,0.7946087433906043,0.801617376555069,0.763315044437792,0.764533560623703,0.7847379268756979,0.7942081004271826,0.7603257964936205,0.7765500543991855,0.7957936188341511,0.7672502117641162,0.7920619216377375,0.8195754890937466,0.8031100223420925,0.8271092879508279,0.8043206663350464,0.7986441314670997,0.7985767046102695,0.7972028235553842,0.79419818975481,0.8094775283571898,1.0,0.7999986169338147,0.802051050323774,0.7949394928909274,0.7504420447817861,0.017751086696728566,,0.11634465114688994,0.2763587988645816,0.23026182835513634,0.20120367155631283,0.035636317527860756,-0.006129583291370283
Thyroid_GTExTPM,0.011623390337353474,0.29275605446108915,0.9362363156739673,0.9368862263707123,0.9114510963422351,0.9217776089655628,0.9340615256559095,0.9199921321738057,0.9367851020311195,0.8592324385509451,0.8398409440448283,0.852067783668277,0.7997315385347589,0.8117103012940388,0.8404173703849381,0.8232124639710974,0.8612097042661884,0.8641358005840524,0.8431862240462451,0.8544215417551612,0.8715894404594443,0.8783122976738761,0.9499892645947391,0.8759696967327709,0.7930374124958772,0.9335188815236954,0.9386241773689127,0.9230151236794406,0.9322724660017573,0.9313238150127411,0.9105017017194181,0.9284994851065843,0.9383370972347642,0.9012031304175034,0.8927017877214671,0.9210450786892002,0.9283641683878708,0.8607838556514451,0.937947193268761,0.9359943719241566,0.867321391766637,0.9387866404829612,0.9293687489727092,0.9158170815135831,0.9080150413359491,0.9392933354500015,0.9204364145905763,0.9236615028259603,0.9256356822015568,0.9011712828600242,0.9431531970359153,0.7999986169338147,1.0,0.9324340368528434,0.9338326468947863,0.8187366506600647,-0.08344459172134829,,0.02240669866158439,0.35431209221560495,0.277875103028491,0.24944685639232522,0.0833789529827583,0.06049541437142164
Uterus_GTExTPM,0.01407098886429805,0.30314270192896,0.9573380039267672,0.9548370992527135,0.9090973362803533,0.951714043491037,0.9587141076996559,0.9536489505362036,0.9724296889749102,0.8481274471279266,0.8284205048996117,0.8450241385590564,0.7948699538268591,0.8075431206375401,0.8270226819135424,0.8096632345672026,0.8501386906178385,0.8562415248096965,0.8351369556860951,0.847898936189423,0.8647873658351378,0.8691361657688224,0.962599799619989,0.8969143725321844,0.7713082591869999,0.9841600290662208,0.9867616634273146,0.9689836799957996,0.9472610416552135,0.9699276710211783,0.9018798122476305,0.9661656264770084,0.9866592848971333,0.9104369460247086,0.8984953524653609,0.8860295940309196,0.8989808745786277,0.8401076907710936,0.9388088493924628,0.9167640236162261,0.8763032686807699,0.9514641607785764,0.9660609506015428,0.8880449702216938,0.8901125716131414,0.9513346993004653,0.9154183161230939,0.9211241224836675,0.9241672021897636,0.8952244976049661,0.928925713070526,0.802051050323774,0.9324340368528434,1.0,0.957800372518123,0.8017207983061085,-0.09250784741632936,,0.00562341473387593,0.38171658989097906,0.279036388895119,0.29051094849240633,0.10536864034298792,0.07158326784225003
Vagina_GTExTPM,0.008406244394102131,0.28566911177208126,0.9434927723462287,0.9424047303512756,0.9081649490191742,0.9268042994186242,0.9353213935933962,0.9271212230219141,0.9646592643257088,0.8405941367358939,0.8187595558385548,0.8349366217828237,0.7835141999176987,0.796204715968347,0.8175915279143761,0.8006993075688121,0.842439891171836,0.8481208959161589,0.8241033668846823,0.8375932027845019,0.8606168768142617,0.8612035975595024,0.9598386624899705,0.8981406969089301,0.786398568163155,0.9676539976937892,0.9633640581077046,0.9414995553456413,0.9548862547833077,0.9437972753217642,0.9652111983911226,0.9408773465012374,0.9572592721782749,0.899539763298485,0.8891430012106265,0.8964164344512963,0.9077946014950696,0.8591940949573146,0.9420142302028244,0.9488282399155961,0.8647358883875191,0.9391533038095983,0.9379772814174568,0.9015302509179365,0.8912138085030685,0.9606495063336967,0.9634029500730781,0.9653288731576972,0.9389454486530024,0.8960301591764953,0.945808229722848,0.7949394928909274,0.9338326468947863,0.957800372518123,1.0,0.8202929869311832,-0.08516999520699524,,0.032789884447042394,0.3732790792206535,0.29898237881693446,0.27974483859692956,0.07911438005861411,0.06254056439393518
Whole Blood_GTExTPM,0.014323017598194411,0.2340048232666548,0.8215219479925839,0.8196833244501639,0.8327729602745302,0.7839543318249431,0.796019786544609,0.7779001587565093,0.82294717823447,0.7781774319319273,0.7605962723477145,0.7718874775727705,0.758896810342956,0.7614340877977352,0.7645065342064821,0.7533937747878919,0.7822983123542624,0.7915130356161926,0.7686585064093588,0.7755091687884739,0.8114658682240533,0.7969388695457215,0.8228123448974916,0.8081774166350668,0.887348876876182,0.8022167000735276,0.8062279635254511,0.8053238517369966,0.8315627646081016,0.8051135875494579,0.8371694236722602,0.8073317028873463,0.8085739411840336,0.7680665298732245,0.7690030455779916,0.8116464239185636,0.8102879139298192,0.8199157199215529,0.8471678870805028,0.8371220573460887,0.8017033458285752,0.8034222567103431,0.8083697114193812,0.8207001120291897,0.8185299490317742,0.8186317130886814,0.8390787556786348,0.8347658298394375,0.8653181737369438,0.912346683308922,0.8433494192775272,0.7504420447817861,0.8187366506600647,0.8017207983061085,0.8202929869311832,1.0,-0.049207233015556066,,0.048634295648893856,0.3298529220401736,0.23322279448350816,0.24116226559423848,0.06113954655996791,0.021157751423087283
opentargets_association_score,-0.031130921323665864,-0.024262453152568024,-0.09460905328095072,-0.10853979023744374,-0.06998711700039455,-0.10079931035467102,-0.10697530563199054,-0.0899785476854668,-0.08160348743901157,-0.10547558765625216,-0.10483465757948879,-0.11104146061543975,-0.09947781388627851,-0.1008731212333765,-0.10548169178713533,-0.10765624397193636,-0.1116557253814669,-0.10449868217358363,-0.10984188765454805,-0.11623601099962304,-0.08418942352396405,-0.10144389674120854,-0.09625549526443228,-0.08707455445106058,-0.02365799649779444,-0.09324106070000779,-0.09693975504205414,-0.08272808275417022,-0.09177993177911588,-0.08315293560163395,-0.0722716484708697,-0.08681399668012252,-0.08567568375133482,-0.11838340185540183,-0.10974034749380715,-0.08360355313882545,-0.09459046617553946,-0.07953292459777048,-0.12433954753505166,-0.10155387979384774,-0.046354679007526746,-0.0921228011183258,-0.08361477046675758,-0.08719807416038937,-0.07119861437141455,-0.091284910337743,-0.08433607490637236,-0.08800763978309445,-0.10433514228396605,-0.08447186636344726,-0.10366416213871833,0.017751086696728566,-0.08344459172134829,-0.09250784741632936,-0.08516999520699524,-0.049207233015556066,1.0,,0.18231475800665295,-0.25227074900145824,-0.3420665504001151,-0.11705620138363425,0.0144646549998021,-0.25186756634221513
pharmgkb_drugged_gene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGIdb_interaction_group_score,0.08012248245623835,-0.15550799695575115,0.010035639718571123,0.01558818926972001,0.054605387768203444,0.020440835784746345,0.024696380710692918,0.030564722354447123,0.041207800358803316,-0.012933019300567176,-0.02497826809336004,-0.01744425123010762,-0.038368072059757403,-0.038661691940199555,-0.031617775935634466,-0.03973572763937167,-0.025395478345227165,-0.004096660357707279,-0.024358141548495586,-0.018546142269536294,0.01406598894524783,0.005994080463141582,0.010439457220354892,0.05969617414723852,-0.01650667780231389,0.005081061385672777,0.0013421723625247517,0.0191247543210742,0.040250408263034124,0.030009424206079494,0.07457192342726687,0.03403912081253504,0.007576492277712491,0.052231854230983296,0.022235526617589232,0.06061456478850742,0.04213974886385216,0.035834928420944365,0.005582990564605921,0.04747024234772677,0.03445078177683449,0.031545946209265305,0.04940546619231184,0.04554519212850655,0.036488228960333186,0.04364262312077487,0.03976621532663201,0.03895762723925262,0.060613349850161265,0.0041722090803411535,0.0462131807509715,0.11634465114688994,0.02240669866158439,0.00562341473387593,0.032789884447042394,0.048634295648893856,0.18231475800665295,,1.0,-0.16306509996130814,-0.21225495883557274,-0.1182093655630671,0.10734896576688871,-0.07759767407823827
HIPred,0.017755686710446725,0.3172200231363497,0.3791336192210827,0.3704482959159508,0.3273958231084239,0.37374351277838536,0.3678716414811193,0.38886953044660477,0.3810006269862044,0.413523595310491,0.41623461527048367,0.41284096296629735,0.40911476518003237,0.4086718938023394,0.4195876320504586,0.423797782268722,0.4115670557466204,0.399032768084379,0.40788953643600506,0.41000838280432994,0.374904486813768,0.3903821574601601,0.3756181802373726,0.37525716084427124,0.31098317857230057,0.37392766565144164,0.3700548688914964,0.3939374944704114,0.38378277214173245,0.3852747754681528,0.35985547157872083,0.38769172339915065,0.36795431301322434,0.36515795926619915,0.3642784117133448,0.3245418506868363,0.33941994468416425,0.29390679885577264,0.37512157621755926,0.37318367215065723,0.3709569979452933,0.37266865241771885,0.36160463647547914,0.3387834493999097,0.3577569686727798,0.3628853462989735,0.38405954575993395,0.3890673391257842,0.36375059441580987,0.3543322763818302,0.36685748743532404,0.2763587988645816,0.35431209221560495,0.38171658989097906,0.3732790792206535,0.3298529220401736,-0.25227074900145824,,-0.16306509996130814,1.0,0.3488920142014648,0.659775524527634,0.15458738614230724,0.11057121026209266
SDI,-2.4067294988357463e-05,0.15807017162778986,0.28533083515925234,0.28058273886239227,0.24626020230853893,0.2897318825738814,0.2945972807851113,0.28900902122767586,0.28452098594155284,0.2949617613762084,0.2886056700079514,0.2901104038876821,0.2455619493851132,0.24943374594267945,0.2905371363865995,0.2855075738175281,0.29081985770868113,0.29027438236013464,0.28299869279024953,0.28703434913280507,0.2742968793885786,0.2870061135063786,0.2897549945732769,0.3039602442542544,0.23987996843792306,0.2743482388869929,0.27040049417544004,0.2802977716309025,0.2877718644714953,0.2823848193474998,0.3005072603507184,0.2822319684436848,0.2655128796095113,0.3069128550392154,0.29506280294228915,0.2773677660054043,0.2773122555694573,0.26465631086585106,0.30720155600362564,0.3034975068633735,0.2648664066296328,0.28945543627779446,0.25669393468829554,0.2779497084926514,0.25155232369121056,0.28856347173333635,0.3071893649337026,0.3111562619977327,0.30159381305715594,0.27454914570620476,0.29988507062927255,0.23026182835513634,0.277875103028491,0.279036388895119,0.29898237881693446,0.23322279448350816,-0.3420665504001151,,-0.21225495883557274,0.3488920142014648,1.0,0.16953106361103767,0.09849394071671953,0.10913285735480395
pLI,0.055383111419507906,0.21245773929284242,0.27380946976258874,0.2658274989122722,0.24517591523059992,0.2788971454614793,0.2677464235426533,0.2953589558666851,0.2868011988349195,0.33113171811498726,0.3353157513485932,0.33275110524090984,0.3422969157947009,0.339906391021604,0.33303946384824146,0.34233925009849503,0.3281676643736466,0.31647988908808716,0.33682292163833083,0.32817206862778037,0.2824738183496812,0.3013698057339415,0.2755829884296865,0.2821130116346085,0.24219849870420165,0.2814499200383266,0.2761386554976972,0.30112096768745145,0.28252083410099976,0.2932102539555536,0.27158905021198165,0.2966502119116056,0.2728188496431646,0.23836905090170166,0.24218740481878967,0.21356438563098437,0.23269546694512666,0.18990435374152773,0.2734582376283732,0.28206098655092066,0.2637239244238317,0.2792341485492633,0.28149241906283257,0.2337286219150272,0.2639889575814055,0.26672633454828726,0.2953753673492883,0.30016481214907414,0.2608483825023473,0.24729971524875768,0.27059238543448705,0.20120367155631283,0.24944685639232522,0.29051094849240633,0.27974483859692956,0.24116226559423848,-0.11705620138363425,,-0.1182093655630671,0.659775524527634,0.16953106361103767,1.0,0.2407615921382398,0.04407511745754549
O_GlcNAc_Score,-0.0679463020046524,-0.016073646204353587,0.09124312801599847,0.0676063918006085,-0.017015805957879014,0.10776012278337302,0.09521483046005354,0.12261504675222734,0.07919928813254995,0.05906105727992498,0.06937653152683618,0.06492674145376613,0.11284907723258861,0.11927891561615478,0.09339240527900863,0.08141486054890086,0.057861327317425604,0.057090126613222394,0.07564415183124236,0.05810712379802633,0.02660832380413437,0.04835124493894337,0.08345134011253567,0.05950824688663083,0.0014390683850959078,0.09096255320803143,0.06921241393855254,0.10840405649845686,0.05720544852276117,0.10598674072908904,0.06722932641345858,0.10802795362062027,0.08764373086718451,0.08158032327077291,0.09707120301487818,0.033768719803169235,0.041207191124883594,0.04559620555638753,0.07764699425122232,0.08004665931337265,0.15186749280618322,0.10986798761392724,0.10017289304680119,0.03648045954256062,0.08088945632529837,0.049804749320362815,0.11137298982198497,0.10620290490837087,0.05054328805657731,0.0485531719701663,0.06449290580534622,0.035636317527860756,0.0833789529827583,0.10536864034298792,0.07911438005861411,0.06113954655996791,0.0144646549998021,,0.10734896576688871,0.15458738614230724,0.09849394071671953,0.2407615921382398,1.0,-0.02405838958855783
IPA_BP,-0.008139158566096368,0.12765232024402146,0.08937769718167075,0.0893989060937024,0.04421229428592235,0.09502118397810547,0.09366822409994241,0.09301356904741426,0.061471841680069264,0.054661297153181077,0.05346410051521408,0.067769572701606,0.03483684962489117,0.04164885797795425,0.05546408891698298,0.05215691024674532,0.05356171730067155,0.055941781887384245,0.06011598528699557,0.06791714778340083,0.050262669325892406,0.05558614966611817,0.07752501711363144,0.04787561378523135,-0.007767762889118061,0.07662319256520389,0.07918299216066872,0.07643472836732129,0.08031022518152932,0.08393727199324039,0.04224019767268549,0.08327877995777026,0.07552492276757625,0.11000980898235865,0.09319350744818741,0.07332854369802701,0.06133560897239687,0.06545250499657733,0.09635657247620513,0.05659433377530103,0.05973349685719578,0.07346682286712843,0.05436836953667832,0.06004121602526491,0.055057938163852294,0.06991194511073896,0.058857255799269516,0.06370946691341663,0.07253484651144185,0.04095291392096301,0.06437638995455551,-0.006129583291370283,0.06049541437142164,0.07158326784225003,0.06254056439393518,0.021157751423087283,-0.25186756634221513,,-0.07759767407823827,0.11057121026209266,0.10913285735480395,0.04407511745754549,-0.02405838958855783,1.0
